complain_id,complain_date,customer_id,appliance_id,engineer_id,labour_hours,travel_hours
8250,2018-02-10,621,24,14,17,12
8251,2019-07-11,371,105,49,8,9
8252,2018-04-06,847,13,50,5,12
8253,2018-08-05,71,17,15,16,6
8254,2018-04-17,195,68,42,6,17
8255,2018-09-22,660,10,26,12,13
8256,2019-06-08,581,88,29,20,10
8257,2019-09-16,355,123,46,11,2
8258,2018-09-19,940,137,21,3,15
8259,2019-05-20,839,75,17,9,6
8260,2018-11-15,802,28,49,11,11
8261,2018-04-17,508,122,45,9,14
8262,2018-05-13,965,43,2,17,17
8263,2018-10-03,351,54,35,9,3
8264,2019-08-01,39,42,39,19,5
8265,2018-01-09,813,143,40,15,3
8266,2019-04-04,766,28,33,5,18
8267,2018-07-31,392,75,44,6,19
8268,2019-06-14,569,32,26,9,7
8269,2019-06-23,818,28,45,13,19
8270,2019-04-20,580,114,21,14,16
8271,2019-01-04,18,117,26,12,13
8272,2019-08-24,510,51,25,7,9
8273,2019-03-20,628,98,40,10,19
8274,2019-06-02,146,111,39,3,7
8275,2018-08-09,737,113,1,18,3
8276,2019-09-25,152,133,47,3,19
8277,2018-04-20,154,142,16,12,8
8278,2018-12-29,233,17,28,13,20
8279,2018-09-20,634,96,21,1,15
8280,2018-10-06,509,66,19,3,3
8281,2018-09-02,38,77,21,19,5
8282,2019-09-18,395,139,24,2,10
8283,2019-05-05,721,127,38,3,19
8284,2018-01-12,493,121,8,12,3
8285,2018-03-08,525,4,8,4,2
8286,2018-08-30,833,110,15,10,20
8287,2019-02-24,544,54,30,7,14
8288,2019-04-25,925,93,29,17,13
8289,2018-04-09,543,61,5,6,18
8290,2018-10-04,43,66,2,19,15
8291,2018-05-28,961,139,35,4,7
8292,2019-05-07,526,20,7,1,9
8293,2019-07-22,623,39,6,7,2
8294,2018-10-15,996,12,22,10,18
8295,2019-01-30,403,11,21,15,2
8296,2018-10-30,724,29,43,10,5
8297,2019-07-01,236,76,48,20,16
8298,2018-08-11,576,137,43,16,13
8299,2018-08-30,182,7,20,1,14
8300,2019-09-19,490,114,37,6,20
8301,2019-10-10,649,122,4,8,17
8302,2019-08-21,916,56,49,20,14
8303,2018-05-16,810,83,20,15,4
8304,2018-01-14,468,131,21,2,19
8305,2018-07-29,734,56,5,4,12
8306,2018-10-26,382,23,21,9,20
8307,2018-02-28,326,131,4,20,6
8308,2019-09-05,157,95,1,20,19
8309,2018-06-28,171,11,14,3,3
8310,2019-07-08,209,4,12,3,20
8311,2018-12-06,381,69,38,1,12
8312,2019-01-07,896,126,9,13,20
8313,2019-08-09,486,47,50,16,8
8314,2018-01-18,252,30,21,20,15
8315,2018-01-22,777,122,50,13,6
8316,2019-08-09,262,137,44,10,7
8317,2018-11-11,494,38,9,3,10
8318,2019-11-23,124,50,29,8,15
8319,2019-08-22,583,113,37,14,8
8320,2019-11-22,502,83,23,1,10
8321,2018-09-06,450,118,46,17,4
8322,2018-08-19,894,119,32,18,15
8323,2019-01-18,244,139,15,13,15
8324,2019-02-25,170,134,28,3,16
8325,2018-10-29,582,23,18,8,3
8326,2018-05-10,189,129,47,13,7
8327,2018-11-04,12,28,50,12,8
8328,2018-09-07,17,26,28,5,17
8329,2019-06-13,866,41,28,11,20
8330,2019-12-05,11,43,1,16,9
8331,2019-07-20,74,134,45,13,9
8332,2018-03-24,161,3,37,6,4
8333,2019-06-02,689,118,15,18,2
8334,2019-10-25,859,132,16,12,9
8335,2018-11-07,137,66,5,17,9
8336,2018-01-15,430,124,16,18,20
8337,2018-08-11,114,40,13,8,12
8338,2018-07-26,117,139,5,2,7
8339,2018-04-14,79,49,31,14,12
8340,2019-04-10,434,121,12,14,18
8341,2018-10-07,291,7,45,18,15
8342,2019-11-10,443,119,46,6,16
8343,2019-11-02,226,58,16,4,2
8344,2018-08-18,392,10,40,1,19
8345,2018-09-29,169,116,40,13,5
8346,2019-09-12,635,64,7,15,13
8347,2018-03-16,491,43,19,13,9
8348,2018-02-01,668,23,21,17,8
8349,2018-05-20,678,2,29,15,19
8350,2019-10-03,212,55,35,2,2
8351,2018-09-14,362,63,1,9,12
8352,2018-07-29,197,134,40,20,10
8353,2019-12-22,600,114,28,15,4
8354,2019-07-02,620,65,35,12,10
8355,2018-10-23,12,60,41,9,6
8356,2018-08-14,487,66,26,10,18
8357,2019-08-07,837,18,25,14,9
8358,2018-03-30,800,65,4,19,10
8359,2019-04-19,808,35,48,14,1
8360,2018-02-03,659,70,43,13,16
8361,2019-07-11,900,47,25,17,7
8362,2018-07-03,67,115,30,9,16
8363,2018-10-17,634,94,39,6,13
8364,2019-01-28,16,143,9,14,11
8365,2019-06-04,932,53,44,2,20
8366,2019-12-20,63,67,46,17,5
8367,2018-10-13,274,100,33,9,15
8368,2018-06-13,592,123,12,5,11
8369,2018-01-27,61,144,32,17,15
8370,2019-08-18,312,69,34,13,20
8371,2019-02-08,903,52,20,4,1
8372,2018-09-26,745,67,42,4,9
8373,2019-02-19,459,114,13,7,6
8374,2019-03-17,968,48,48,16,16
8375,2019-04-06,665,97,24,20,1
8376,2018-12-29,228,70,46,11,3
8377,2019-05-04,291,102,45,13,11
8378,2019-05-27,261,20,18,9,17
8379,2019-03-21,470,125,4,5,16
8380,2018-12-01,688,17,17,1,7
8381,2018-11-06,614,137,9,14,7
8382,2018-12-22,566,107,25,10,20
8383,2019-04-16,953,143,38,20,4
8384,2019-05-17,455,19,22,14,11
8385,2019-01-15,359,82,33,16,19
8386,2019-09-10,481,12,41,13,20
8387,2018-08-05,582,34,26,9,8
8388,2019-12-21,412,65,39,18,10
8389,2018-08-07,953,28,29,11,8
8390,2018-06-09,942,120,10,4,19
8391,2019-07-26,241,62,26,6,8
8392,2019-12-10,179,38,11,14,10
8393,2019-09-06,140,81,23,13,3
8394,2018-09-25,772,83,40,11,12
8395,2019-11-05,158,109,3,9,4
8396,2018-10-16,416,132,9,19,6
8397,2019-08-14,80,94,22,11,1
8398,2019-11-01,836,112,27,17,14
8399,2019-12-24,140,108,14,12,4
8400,2019-06-19,79,74,5,2,20
8401,2019-04-20,675,31,2,4,15
8402,2018-11-14,349,121,29,16,6
8403,2018-09-11,680,78,12,7,15
8404,2019-10-16,396,38,37,14,1
8405,2019-11-15,690,128,40,7,12
8406,2019-07-02,468,82,45,6,6
8407,2019-08-26,278,34,2,5,2
8408,2018-12-12,444,90,49,7,11
8409,2019-10-29,160,95,2,17,6
8410,2019-06-09,616,101,47,17,3
8411,2018-01-25,726,8,25,8,8
8412,2018-09-27,917,90,20,15,2
8413,2018-08-19,15,127,17,20,8
8414,2018-10-24,352,141,45,13,14
8415,2018-04-23,887,11,2,17,1
8416,2018-05-30,381,109,13,4,18
8417,2018-03-08,356,26,44,13,5
8418,2018-10-24,325,129,10,10,16
8419,2018-08-27,33,114,17,9,8
8420,2019-11-09,585,25,27,11,5
8421,2019-04-26,413,112,20,12,1
8422,2019-10-29,994,9,45,11,3
8423,2019-08-01,650,41,4,2,1
8424,2018-07-20,16,130,30,17,3
8425,2019-02-26,398,20,2,8,14
8426,2018-06-14,156,130,13,9,4
8427,2019-01-12,981,69,30,10,3
8428,2018-07-20,17,50,20,1,20
8429,2018-04-30,503,81,10,9,20
8430,2019-02-02,17,2,19,12,1
8431,2018-10-19,123,100,10,1,10
8432,2019-07-12,508,131,49,11,6
8433,2019-08-28,719,16,30,5,15
8434,2018-02-14,523,36,43,16,2
8435,2018-06-20,725,78,46,5,11
8436,2019-10-26,237,23,50,13,5
8437,2018-03-29,931,14,9,6,6
8438,2019-09-06,268,84,11,7,16
8439,2018-11-03,246,112,5,5,17
8440,2019-06-21,567,34,20,10,18
8441,2018-06-04,862,60,38,17,4
8442,2019-09-17,934,99,11,15,14
8443,2018-09-30,84,71,46,20,10
8444,2018-01-08,543,86,10,18,7
8445,2018-08-04,521,52,50,15,10
8446,2018-03-28,349,87,19,12,6
8447,2018-05-09,435,80,21,9,14
8448,2018-12-24,525,142,25,8,13
8449,2018-04-10,209,102,46,11,20
8450,2019-03-17,106,23,34,7,12
8451,2019-05-02,92,107,22,4,7
8452,2019-06-29,786,78,4,13,17
8453,2018-04-12,7,97,38,13,20
8454,2018-12-16,6,99,13,17,6
8455,2018-09-05,67,111,4,2,14
8456,2019-05-14,947,33,7,9,20
8457,2018-07-08,36,28,27,20,17
8458,2018-11-28,932,91,18,7,9
8459,2018-05-29,486,66,35,3,8
8460,2019-10-09,473,102,41,7,6
8461,2019-01-12,400,133,26,17,16
8462,2018-11-25,479,31,30,16,11
8463,2018-10-14,576,10,47,8,18
8464,2018-09-22,26,119,3,1,5
8465,2019-08-09,912,79,36,11,17
8466,2018-12-22,113,96,34,1,4
8467,2018-03-28,629,57,45,9,20
8468,2018-05-12,824,135,32,18,10
8469,2018-09-25,22,108,50,1,1
8470,2019-06-18,750,7,9,10,4
8471,2019-10-17,46,58,46,4,16
8472,2018-01-05,654,140,20,14,10
8473,2019-07-15,26,13,36,7,17
8474,2018-08-31,346,102,44,11,11
8475,2018-10-23,222,124,23,20,16
8476,2018-09-11,408,63,18,16,11
8477,2019-12-18,753,110,34,17,3
8478,2018-02-13,660,39,49,12,19
8479,2018-07-06,610,60,22,6,19
8480,2018-01-06,39,8,17,3,17
8481,2018-12-07,586,93,39,6,5
8482,2019-02-04,440,30,8,20,16
8483,2019-08-27,828,49,20,19,7
8484,2018-01-19,185,63,38,3,5
8485,2018-06-16,691,88,5,18,4
8486,2019-02-24,569,80,49,19,18
8487,2019-08-05,487,30,46,5,3
8488,2018-05-16,203,117,14,17,11
8489,2019-03-10,11,124,44,13,13
8490,2018-09-27,528,100,43,12,16
8491,2019-11-12,181,128,40,16,19
8492,2018-03-14,397,36,5,4,2
8493,2018-01-28,232,20,19,13,15
8494,2019-11-13,770,73,29,2,14
8495,2019-05-30,655,71,4,14,16
8496,2018-03-10,625,85,5,9,15
8497,2019-03-09,216,132,6,17,6
8498,2018-11-21,849,26,41,8,3
8499,2019-11-16,607,114,13,5,17
8500,2019-11-17,183,100,10,14,19
8501,2019-05-25,610,22,7,6,7
8502,2019-09-22,526,94,29,12,15
8503,2019-03-16,613,13,1,16,10
8504,2018-09-08,148,98,3,17,16
8505,2019-02-27,286,2,6,4,19
8506,2019-12-26,271,33,12,8,7
8507,2019-07-16,794,42,36,10,13
8508,2018-09-12,93,8,3,12,4
8509,2018-08-03,513,99,19,7,12
8510,2019-11-25,353,4,47,6,2
8511,2018-07-31,834,2,23,5,6
8512,2018-10-19,564,108,8,7,12
8513,2018-01-06,166,20,19,5,18
8514,2018-04-08,362,96,43,20,3
8515,2019-05-19,754,92,38,4,2
8516,2018-03-06,174,113,6,18,12
8517,2018-01-13,754,81,38,18,7
8518,2018-06-09,596,129,22,16,20
8519,2019-01-16,17,141,37,4,5
8520,2019-04-12,772,104,44,2,18
8521,2018-06-08,433,23,27,7,3
8522,2019-02-28,46,90,37,3,16
8523,2018-10-12,878,8,4,16,6
8524,2018-07-10,812,115,42,5,14
8525,2019-11-12,436,42,34,5,7
8526,2019-03-07,736,55,24,9,12
8527,2019-09-07,457,96,12,18,5
8528,2019-05-23,895,54,33,3,14
8529,2019-12-05,603,142,45,5,3
8530,2019-08-27,730,101,28,5,6
8531,2019-12-27,694,111,8,19,8
8532,2019-10-31,812,119,24,5,6
8533,2019-12-23,168,91,17,2,7
8534,2019-07-18,460,28,30,16,10
8535,2019-02-15,160,23,1,3,8
8536,2018-03-24,251,57,45,11,5
8537,2018-07-29,403,74,37,12,14
8538,2019-12-15,103,108,15,3,11
8539,2019-05-31,754,36,50,14,7
8540,2018-09-28,747,20,14,17,3
8541,2018-04-15,584,122,22,9,16
8542,2018-12-31,383,87,4,3,18
8543,2019-07-02,441,129,16,18,9
8544,2019-10-29,249,37,38,9,20
8545,2018-08-20,148,93,38,6,1
8546,2019-09-06,384,56,28,20,9
8547,2019-05-17,110,109,7,14,2
8548,2019-01-18,950,129,34,1,15
8549,2018-06-21,374,123,3,8,19
8550,2018-07-31,248,120,5,8,4
8551,2018-03-12,758,132,47,1,2
8552,2018-01-24,875,72,39,5,15
8553,2019-10-24,199,136,17,14,2
8554,2019-12-29,855,59,9,11,11
8555,2018-12-01,429,121,47,16,12
8556,2019-01-19,658,108,5,19,1
8557,2018-10-04,838,45,19,3,18
8558,2019-11-01,500,80,31,12,19
8559,2018-10-20,194,109,22,9,9
8560,2019-09-09,152,72,49,13,5
8561,2018-03-30,835,85,22,19,16
8562,2018-02-10,92,94,46,6,7
8563,2018-05-15,671,74,5,4,1
8564,2019-04-21,996,30,16,7,12
8565,2018-05-13,186,136,13,19,1
8566,2018-07-30,13,2,41,11,5
8567,2018-08-13,805,131,19,12,15
8568,2018-07-25,539,60,17,19,20
8569,2019-04-10,802,28,15,13,17
8570,2019-04-15,106,134,40,13,7
8571,2018-05-03,504,120,12,3,20
8572,2019-02-16,715,63,23,14,15
8573,2018-08-02,684,45,38,7,10
8574,2018-06-19,99,110,46,17,5
8575,2019-07-15,145,48,47,8,5
8576,2018-06-06,428,83,22,1,8
8577,2019-04-10,888,94,20,13,4
8578,2019-03-21,775,2,10,11,20
8579,2018-02-22,508,122,43,10,2
8580,2019-10-09,466,98,22,11,9
8581,2019-07-27,415,72,36,12,12
8582,2019-05-08,361,66,34,18,12
8583,2019-04-01,871,115,1,13,6
8584,2019-08-19,847,24,4,14,19
8585,2019-03-29,57,82,21,19,8
8586,2019-03-15,163,97,35,4,12
8587,2019-04-19,365,141,18,6,10
8588,2018-01-25,864,69,37,14,5
8589,2018-04-18,873,25,8,7,19
8590,2018-07-18,289,39,40,7,16
8591,2018-12-31,886,57,42,12,15
8592,2018-07-02,437,144,8,12,17
8593,2018-02-23,453,85,40,14,20
8594,2018-10-20,221,121,3,4,20
8595,2019-12-12,70,91,37,14,7
8596,2019-11-13,148,73,32,11,16
8597,2018-12-26,52,89,39,9,12
8598,2018-01-22,467,20,17,4,10
8599,2018-10-15,841,89,37,10,1
8600,2018-05-04,203,5,17,11,20
8601,2019-12-18,644,38,1,17,14
8602,2019-04-06,519,15,34,3,12
8603,2018-05-23,691,70,6,4,14
8604,2019-09-29,68,71,1,12,12
8605,2019-03-20,135,18,5,4,20
8606,2018-11-17,235,113,16,9,8
8607,2019-05-31,510,77,38,11,6
8608,2018-02-24,769,5,28,15,15
8609,2018-09-09,822,69,48,10,6
8610,2018-10-05,785,133,27,8,9
8611,2018-06-07,810,122,45,16,5
8612,2018-06-03,559,12,33,20,12
8613,2018-07-28,439,141,1,9,15
8614,2019-09-12,393,3,11,19,2
8615,2018-12-11,49,125,28,16,10
8616,2019-11-22,702,107,1,12,17
8617,2018-11-08,805,15,27,3,7
8618,2018-09-13,493,34,42,12,10
8619,2019-02-28,66,55,19,16,14
8620,2018-12-29,444,84,4,9,18
8621,2018-01-11,479,129,27,15,5
8622,2018-03-27,322,67,41,1,14
8623,2019-09-06,910,134,2,12,11
8624,2018-11-20,210,116,16,4,4
8625,2018-12-12,306,121,49,2,1
8626,2018-12-25,333,22,10,12,4
8627,2018-01-17,633,125,49,5,10
8628,2018-01-18,110,113,20,12,15
8629,2019-06-02,678,91,44,8,8
8630,2019-12-22,571,75,15,19,14
8631,2018-08-20,593,81,33,15,8
8632,2018-06-06,379,121,4,12,16
8633,2019-10-12,999,13,18,9,13
8634,2019-07-29,72,133,25,7,18
8635,2018-06-19,63,139,29,20,6
8636,2019-09-29,187,77,8,15,16
8637,2018-05-20,295,137,6,18,11
8638,2019-11-19,667,42,3,10,8
8639,2019-10-15,864,65,31,1,14
8640,2018-03-05,439,59,25,19,9
8641,2019-04-14,992,37,49,7,10
8642,2018-03-21,47,11,27,17,1
8643,2019-03-21,992,41,34,12,4
8644,2019-09-11,191,44,31,20,10
8645,2018-12-13,766,27,24,20,20
8646,2018-08-14,91,139,20,14,12
8647,2019-01-01,77,84,34,13,16
8648,2019-07-21,57,94,25,7,9
8649,2019-05-07,404,130,3,16,5
8650,2018-12-10,906,27,13,8,1
8651,2018-06-16,970,14,21,19,10
8652,2018-04-14,193,11,42,4,3
8653,2019-09-07,363,65,19,3,1
8654,2018-06-10,20,25,12,17,1
8655,2018-11-29,867,99,27,1,8
8656,2018-10-18,545,17,2,14,3
8657,2019-07-17,902,70,49,11,18
8658,2019-01-10,931,9,25,17,9
8659,2018-03-08,100,49,17,18,17
8660,2019-08-21,705,7,26,5,12
8661,2018-02-28,799,74,45,8,3
8662,2019-01-01,417,114,10,9,1
8663,2018-10-15,805,60,15,7,12
8664,2018-07-15,246,66,19,12,20
8665,2018-09-14,397,57,41,8,20
8666,2019-05-13,24,14,1,3,2
8667,2019-02-25,972,135,9,5,20
8668,2018-01-15,277,110,43,7,10
8669,2019-07-14,472,22,47,7,15
8670,2019-09-23,598,17,15,7,18
8671,2018-10-08,614,57,12,5,12
8672,2018-01-23,996,85,30,16,13
8673,2019-04-18,846,139,22,9,20
8674,2019-02-14,863,107,32,11,11
8675,2018-09-08,57,27,35,10,15
8676,2018-12-16,213,10,11,8,10
8677,2019-09-10,417,85,31,1,3
8678,2019-04-08,346,130,30,1,20
8679,2019-08-09,384,114,20,1,1
8680,2019-07-18,994,81,1,19,17
8681,2019-06-15,611,6,26,9,13
8682,2019-11-26,396,72,10,18,8
8683,2018-06-19,536,102,44,19,11
8684,2018-09-26,973,107,21,8,15
8685,2019-02-14,248,39,16,1,12
8686,2018-06-24,458,90,17,19,18
8687,2018-11-18,889,110,36,5,18
8688,2018-11-08,352,95,41,11,13
8689,2019-03-20,798,82,37,14,2
8690,2019-09-21,409,96,27,4,18
8691,2019-09-12,962,139,43,15,6
8692,2018-02-09,826,106,7,3,11
8693,2018-06-28,482,102,13,15,2
8694,2019-09-26,903,17,15,12,4
8695,2018-05-08,761,35,49,18,16
8696,2019-09-09,667,115,22,16,20
8697,2019-12-14,321,138,34,5,13
8698,2018-11-07,909,67,50,17,5
8699,2019-08-17,210,128,13,5,14
8700,2019-08-21,893,80,27,12,8
8701,2018-05-07,571,124,9,8,2
8702,2018-01-23,706,8,8,7,9
8703,2018-07-09,696,64,42,6,6
8704,2018-06-19,818,8,21,3,16
8705,2019-01-20,616,96,28,10,7
8706,2018-08-12,34,104,28,16,15
8707,2019-05-08,893,111,30,13,4
8708,2018-02-16,66,19,15,3,3
8709,2019-11-11,116,71,3,11,16
8710,2019-01-30,332,46,2,16,18
8711,2019-10-18,335,21,29,10,17
8712,2019-04-26,341,67,41,17,1
8713,2018-06-14,397,15,39,4,20
8714,2018-08-06,744,23,12,16,10
8715,2019-07-19,904,145,33,16,2
8716,2018-09-10,364,139,47,15,3
8717,2018-12-11,668,117,16,16,8
8718,2019-05-03,394,12,36,5,19
8719,2018-06-15,778,34,13,14,16
8720,2018-04-13,441,31,50,15,8
8721,2019-08-23,899,97,2,9,18
8722,2019-09-29,592,106,40,14,17
8723,2018-01-09,200,92,5,11,8
8724,2018-10-11,507,74,9,4,11
8725,2018-03-01,883,50,42,7,7
8726,2018-10-02,771,142,3,11,18
8727,2018-11-04,499,13,31,20,13
8728,2019-11-20,547,124,11,5,13
8729,2018-08-13,205,48,7,7,20
8730,2018-06-07,65,18,43,14,20
8731,2018-04-10,515,51,27,5,20
8732,2019-01-29,608,96,17,11,7
8733,2019-09-06,43,59,43,5,20
8734,2018-12-07,516,80,10,2,18
8735,2019-12-08,597,46,17,15,16
8736,2018-09-20,423,39,24,14,12
8737,2018-10-24,264,47,2,1,6
8738,2019-06-17,839,129,49,3,19
8739,2018-05-21,80,118,27,13,5
8740,2018-08-21,697,81,37,5,16
8741,2019-06-02,213,56,37,10,20
8742,2018-02-04,576,41,15,16,5
8743,2019-04-01,68,84,20,2,13
8744,2018-11-24,434,65,18,12,19
8745,2018-01-19,356,91,34,17,9
8746,2019-10-26,406,138,1,7,2
8747,2019-03-25,785,134,45,7,19
8748,2019-10-12,810,16,27,16,1
8749,2019-10-23,59,126,40,6,1
8750,2019-03-31,528,113,5,2,14
8751,2019-09-12,595,41,15,13,1
8752,2019-03-11,764,75,2,5,17
8753,2018-12-19,80,32,24,1,16
8754,2019-01-15,631,141,24,10,3
8755,2018-10-15,642,30,45,5,19
8756,2019-07-29,805,136,25,13,7
8757,2018-01-26,840,49,35,14,12
8758,2019-01-17,244,82,32,9,16
8759,2018-01-25,270,102,6,17,8
8760,2018-09-19,366,113,16,9,11
8761,2018-06-12,515,91,45,2,14
8762,2019-10-07,146,108,27,12,4
8763,2018-04-28,868,18,21,5,10
8764,2019-02-08,877,139,46,13,17
8765,2018-09-08,666,75,11,19,1
8766,2019-04-07,486,125,36,8,15
8767,2019-02-01,623,58,41,2,15
8768,2018-02-13,826,139,21,1,7
8769,2018-05-16,64,100,1,9,2
8770,2018-03-26,186,26,31,8,19
8771,2018-05-12,979,18,22,18,4
8772,2019-11-12,314,85,30,15,1
8773,2018-03-15,554,128,7,10,18
8774,2018-08-16,622,120,15,11,6
8775,2018-03-15,125,103,37,3,11
8776,2018-03-22,487,73,2,9,15
8777,2018-03-18,556,140,4,8,18
8778,2019-01-22,942,60,4,6,9
8779,2019-11-26,427,66,7,6,16
8780,2019-03-01,298,43,38,4,1
8781,2018-09-18,755,70,14,9,18
8782,2018-12-13,951,122,23,3,14
8783,2018-12-21,697,11,32,18,9
8784,2018-01-13,436,118,38,15,16
8785,2019-11-02,142,59,31,13,14
8786,2018-01-17,856,73,43,13,18
8787,2018-12-09,997,53,9,4,4
8788,2018-12-20,963,43,15,10,14
8789,2019-06-15,146,130,22,16,12
8790,2018-01-19,267,95,37,6,8
8791,2019-08-07,795,97,22,1,19
8792,2018-03-23,900,31,21,2,3
8793,2018-09-28,567,22,19,13,5
8794,2018-04-29,115,9,31,3,11
8795,2019-09-18,419,78,34,18,9
8796,2019-01-09,960,6,41,19,3
8797,2018-09-27,736,51,12,2,19
8798,2019-10-07,819,87,39,5,15
8799,2018-06-04,649,32,26,5,6
8800,2019-03-01,213,72,50,18,4
8801,2018-10-25,349,12,27,3,8
8802,2018-11-27,35,25,48,17,18
8803,2018-11-02,911,103,4,13,10
8804,2018-03-11,94,52,43,5,5
8805,2019-06-08,448,106,46,2,1
8806,2019-09-29,424,28,28,10,12
8807,2018-04-03,368,79,25,12,8
8808,2018-12-21,754,77,47,11,7
8809,2018-08-21,548,106,37,1,17
8810,2019-09-03,523,81,30,17,14
8811,2018-05-14,427,133,34,3,15
8812,2018-12-20,155,58,46,11,1
8813,2018-04-14,911,99,48,17,10
8814,2018-07-13,709,127,43,6,5
8815,2018-07-22,962,20,50,10,6
8816,2018-12-10,180,69,8,11,19
8817,2018-12-09,878,108,1,14,11
8818,2018-08-08,37,4,9,16,4
8819,2019-08-31,210,5,29,4,20
8820,2019-02-20,273,48,46,3,17
8821,2019-07-08,767,10,18,7,18
8822,2018-01-26,898,36,40,9,4
8823,2018-07-06,714,77,26,17,3
8824,2018-02-14,438,83,29,7,13
8825,2019-03-30,659,57,26,17,17
8826,2019-12-18,651,142,14,10,13
8827,2019-11-30,72,118,17,20,11
8828,2019-01-24,805,55,37,20,6
8829,2019-10-29,849,101,45,8,17
8830,2018-07-10,349,81,4,5,14
8831,2018-12-03,967,59,3,15,8
8832,2018-12-09,275,65,7,18,3
8833,2018-09-09,827,44,18,6,14
8834,2018-02-21,72,63,47,11,15
8835,2019-04-20,683,10,1,16,5
8836,2018-01-10,79,114,29,18,3
8837,2018-04-05,188,95,13,3,12
8838,2019-06-03,41,15,43,13,1
8839,2019-03-19,240,109,6,3,8
8840,2018-09-01,784,109,14,16,9
8841,2018-02-02,473,114,12,17,15
8842,2019-07-20,809,20,12,13,18
8843,2019-09-03,99,137,44,18,14
8844,2019-05-14,228,130,16,11,2
8845,2018-05-30,550,87,28,19,8
8846,2018-10-14,68,46,41,5,18
8847,2019-08-30,861,96,5,3,20
8848,2018-01-31,134,81,8,10,2
8849,2018-09-15,29,56,5,4,19
8850,2018-08-20,978,80,47,5,16
8851,2018-09-02,49,53,44,16,6
8852,2019-03-14,1000,61,35,2,5
8853,2018-07-30,658,92,26,11,6
8854,2019-09-24,857,126,40,12,4
8855,2018-10-09,486,138,32,13,16
8856,2019-05-27,247,144,23,10,16
8857,2019-12-16,607,17,43,17,18
8858,2019-07-22,476,96,7,9,3
8859,2018-11-24,649,35,44,15,17
8860,2018-06-22,591,130,30,10,16
8861,2019-09-06,905,142,13,15,15
8862,2018-12-04,732,59,30,1,14
8863,2019-07-18,890,19,5,6,1
8864,2019-08-10,563,116,24,9,6
8865,2018-06-21,910,145,25,9,1
8866,2019-08-26,789,117,23,5,11
8867,2018-09-17,539,97,41,11,4
8868,2018-03-26,531,138,33,5,4
8869,2018-04-18,486,19,49,3,12
8870,2019-09-12,915,27,43,13,16
8871,2019-12-26,318,76,43,18,1
8872,2018-08-02,173,138,48,14,16
8873,2018-12-15,684,97,22,10,11
8874,2019-05-12,358,119,50,16,20
8875,2019-05-31,151,82,19,18,18
8876,2018-09-25,437,75,46,1,1
8877,2018-09-05,499,100,30,20,16
8878,2018-11-15,41,47,39,2,15
8879,2018-12-26,710,105,21,19,11
8880,2019-09-10,228,6,9,11,12
8881,2019-06-27,485,126,32,5,12
8882,2018-06-04,146,44,7,18,9
8883,2019-10-23,112,55,43,7,7
8884,2018-04-01,400,100,35,18,3
8885,2019-01-13,920,144,50,1,13
8886,2018-11-03,656,106,47,10,14
8887,2019-10-30,304,7,46,19,18
8888,2019-07-21,73,5,44,20,1
8889,2019-01-21,110,43,27,1,12
8890,2019-03-11,930,15,19,9,9
8891,2019-10-28,398,76,33,14,8
8892,2018-08-07,181,16,13,4,1
8893,2019-09-19,373,9,40,18,12
8894,2018-11-20,446,41,50,4,17
8895,2019-11-10,864,106,2,6,9
8896,2019-11-25,924,138,8,12,9
8897,2018-07-04,696,19,22,20,13
8898,2018-05-21,109,35,45,17,18
8899,2019-02-26,445,142,33,4,10
8900,2019-07-21,887,96,27,20,9
8901,2019-08-26,585,49,9,8,3
8902,2018-11-13,594,58,36,11,17
8903,2019-11-22,273,81,43,15,11
8904,2018-11-18,689,27,46,3,3
8905,2018-03-12,99,73,32,17,6
8906,2019-05-19,343,111,42,18,5
8907,2018-12-18,440,122,45,5,17
8908,2019-09-26,60,10,13,16,1
8909,2018-05-30,118,31,34,8,19
8910,2019-12-18,539,119,34,7,12
8911,2018-12-05,870,129,32,3,15
8912,2019-07-12,691,98,23,4,3
8913,2019-04-04,4,94,23,6,9
8914,2018-11-28,513,94,32,3,13
8915,2019-09-13,660,76,29,15,3
8916,2018-10-15,562,75,35,9,7
8917,2019-10-18,338,125,39,10,19
8918,2018-01-26,373,59,30,17,6
8919,2018-12-08,186,16,50,19,9
8920,2019-02-10,558,105,22,14,13
8921,2019-02-27,445,136,50,15,15
8922,2019-11-06,7,116,17,11,5
8923,2019-03-28,956,117,38,13,20
8924,2018-11-04,207,89,27,19,7
8925,2019-05-01,10,67,33,3,14
8926,2019-08-11,783,73,17,9,14
8927,2018-08-05,35,61,17,14,18
8928,2019-02-23,558,50,24,13,12
8929,2018-04-12,796,118,50,1,19
8930,2018-02-03,963,78,40,5,5
8931,2019-04-10,200,77,47,18,7
8932,2018-01-28,43,6,39,5,17
8933,2018-10-19,967,82,24,17,7
8934,2019-12-17,303,81,43,7,10
8935,2018-07-31,739,1,9,6,18
8936,2019-07-05,643,71,11,2,20
8937,2018-04-05,798,26,24,16,8
8938,2018-09-25,860,133,12,18,5
8939,2019-08-28,3,138,14,5,15
8940,2019-11-16,729,39,23,2,12
8941,2019-05-03,412,12,43,19,3
8942,2019-04-10,848,99,18,15,19
8943,2019-07-04,593,84,5,4,12
8944,2018-01-21,814,39,15,19,5
8945,2018-04-06,954,30,20,18,14
8946,2018-11-02,435,100,46,13,10
8947,2019-03-21,574,85,39,6,13
